C,D,S,SARCYear,STES,SNTS,SPTS,SPNTS,SMES,STEM,SNTM,SPTM,SPNTEM,SMMEM,STEF,SNTF,SPTF,SPNTEF,SMMEF,STEAI,SNTAI,SPTAI,SPNTAI,SMEAI,STEAS,SNTAS,SPTAS,SPNTAS,SMEAS,STEPI,SNTPI,SPTPI,SPNTPI,SMEPI,STEFI,SNTFI,SPTFI,SPNTFI,SMEFI,STEHI,SNTHI,SPTHI,SPNTHI,SMEHI,STEAA,SNTAA,SPTAA,SPNTAA,SMEAA,STEWH,SNTWH,SPTWH,SPNTWH,SMEWH,STEMR,SNTMR,SPTMR,SPNTMR,SMEMR,STELEP,SNTLEP,SPTLEP,SPNTLEP,SMELEP,STEFY,SNTFY,SPTFY,SPNTFY,SMEFY,STEH,SNTH,SPTH,SPNTH,SMEH,STEMIL,SNTMIL,SPTMIL,SPNTMIL,SMEMIL,STESD,SNTSD,SPTSD,SPNTSD,SMESD,STEMIG,SNTMIG,SPTMIG,SPNTMIG,SMEMIG,STEDI,SNTDI,SPTDI,SPNTDI,SMEDI
40,68759,6043053,2020-2021,82,NT,NT,NT,NT,50,NT,NT,NT,NT,32,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,30,NT,NT,NT,NT,0,0,0,0,0,47,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,--,NT,NT,NT,NT,49,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
34,76505,0101766,2020-2021,358,NT,NT,NT,NT,186,NT,NT,NT,NT,172,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,354,NT,NT,NT,NT,0,0,0,0,0,189,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT
37,68296,6093223,2020-2021,421,NT,NT,NT,NT,223,NT,NT,NT,NT,198,NT,NT,NT,NT,--,NT,NT,NT,NT,85,NT,NT,NT,NT,--,NT,NT,NT,NT,22,NT,NT,NT,NT,89,NT,NT,NT,NT,--,NT,NT,NT,NT,158,NT,NT,NT,NT,57,NT,NT,NT,NT,21,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT,17,NT,NT,NT,NT,89,NT,NT,NT,NT,0,0,0,0,0,52,NT,NT,NT,NT
04,61507,0129577,2020-2021,71,71,100.00,0.00,46.48,34,34,100.00,0.00,50.00,37,37,100.00,0.00,43.24,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37,37,100.00,0.00,51.35,18,18,100.00,0.00,61.11,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,100.00,0.00,27.27,0,0,0,0,0,--,--,--,--,--
33,66977,6031504,2020-2021,294,NT,NT,NT,NT,141,NT,NT,NT,NT,152,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,229,NT,NT,NT,NT,13,NT,NT,NT,NT,30,NT,NT,NT,NT,--,NT,NT,NT,NT,67,NT,NT,NT,NT,--,NT,NT,NT,NT,28,NT,NT,NT,NT,--,NT,NT,NT,NT,230,NT,NT,NT,NT,0,0,0,0,0,34,NT,NT,NT,NT
07,61796,6004691,2020-2021,77,NT,NT,NT,NT,40,NT,NT,NT,NT,37,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,72,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,44,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,35,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
21,75002,6024277,2020-2021,50,NT,NT,NT,NT,24,NT,NT,NT,NT,26,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,41,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
50,71233,6053011,2020-2021,18,17,94.44,5.56,11.76,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,91.67,8.33,9.09,0,0,0,0,0,--,--,--,--,--
21,65417,0124081,2020-2021,222,NT,NT,NT,NT,118,NT,NT,NT,NT,103,NT,NT,NT,NT,--,NT,NT,NT,NT,17,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,125,NT,NT,NT,NT,--,NT,NT,NT,NT,61,NT,NT,NT,NT,--,NT,NT,NT,NT,45,NT,NT,NT,NT,0,0,0,0,0,26,NT,NT,NT,NT,0,0,0,0,0,126,NT,NT,NT,NT,0,0,0,0,0,24,NT,NT,NT,NT
19,64733,6018303,2020-2021,82,NT,NT,NT,NT,34,NT,NT,NT,NT,48,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,33,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,81,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
19,64733,0122200,2020-2021,68,NT,NT,NT,NT,31,NT,NT,NT,NT,37,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,19,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64733,6015713,2020-2021,72,NT,NT,NT,NT,39,NT,NT,NT,NT,33,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,64,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,60,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT
37,68338,3730116,2020-2021,27,NT,NT,NT,NT,18,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,21,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,21,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
12,10124,0106153,2020-2021,13,7,53.85,46.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,11,7,63.64,36.36,--,0,0,0,0,0,0,0,0,0,0
10,62117,6005904,2020-2021,86,NT,NT,NT,NT,44,NT,NT,NT,NT,42,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,49,NT,NT,NT,NT,--,NT,NT,NT,NT,19,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,73,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
54,72231,0113639,2020-2021,97,91,93.81,6.19,24.18,54,53,98.15,1.85,24.53,43,38,88.37,11.63,23.68,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,56,53,94.64,5.36,13.21,--,--,--,--,--,31,28,90.32,9.68,25.00,--,--,--,--,--,11,11,100.00,0.00,0.00,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,49,47,95.92,4.08,10.64,0,0,0,0,0,--,--,--,--,--
43,69708,6049449,2020-2021,377,NT,NT,NT,NT,209,NT,NT,NT,NT,168,NT,NT,NT,NT,0,0,0,0,0,104,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,52,NT,NT,NT,NT,--,NT,NT,NT,NT,177,NT,NT,NT,NT,41,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,NT,NT,NT,NT,0,0,0,0,0,29,NT,NT,NT,NT
19,64485,6013114,2020-2021,96,NT,NT,NT,NT,54,NT,NT,NT,NT,42,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,78,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,49,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
30,66621,6029797,2020-2021,50,NT,NT,NT,NT,24,NT,NT,NT,NT,26,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,28,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,24,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,65060,1938752,2020-2021,911,NT,NT,NT,NT,415,NT,NT,NT,NT,496,NT,NT,NT,NT,--,NT,NT,NT,NT,174,NT,NT,NT,NT,--,NT,NT,NT,NT,105,NT,NT,NT,NT,381,NT,NT,NT,NT,33,NT,NT,NT,NT,136,NT,NT,NT,NT,76,NT,NT,NT,NT,68,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,311,NT,NT,NT,NT,0,0,0,0,0,83,NT,NT,NT,NT
19,75291,1996081,2020-2021,19,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,14,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,12,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
30,66464,6111819,2020-2021,65,NT,NT,NT,NT,43,NT,NT,NT,NT,22,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,29,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT,11,NT,NT,NT,NT,19,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,30,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT
37,68122,3732179,2020-2021,365,NT,NT,NT,NT,189,NT,NT,NT,NT,176,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,251,NT,NT,NT,NT,--,NT,NT,NT,NT,89,NT,NT,NT,NT,11,NT,NT,NT,NT,35,NT,NT,NT,NT,--,NT,NT,NT,NT,58,NT,NT,NT,NT,45,NT,NT,NT,NT,272,NT,NT,NT,NT,51,NT,NT,NT,NT,41,NT,NT,NT,NT
13,63123,6008437,2020-2021,89,NT,NT,NT,NT,51,NT,NT,NT,NT,38,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,23,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
30,66670,6099816,2020-2021,165,NT,NT,NT,NT,85,NT,NT,NT,NT,80,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,146,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,17,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,0,0,0,0,0,113,NT,NT,NT,NT,--,NT,NT,NT,NT,30,NT,NT,NT,NT
19,64733,6016604,2020-2021,92,NT,NT,NT,NT,52,NT,NT,NT,NT,40,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,62,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,19,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,86,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT
19,64634,6014559,2020-2021,148,142,95.95,4.05,12.95,80,76,95.00,5.00,13.70,68,66,97.06,2.94,12.12,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,122,97.60,2.40,14.17,19,17,89.47,10.53,0.00,--,--,--,--,--,--,--,--,--,--,33,33,100.00,0.00,3.13,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,120,115,95.83,4.17,13.39,0,0,0,0,0,20,19,95.00,5.00,5.56
19,64733,6019558,2020-2021,73,NT,NT,NT,NT,43,NT,NT,NT,NT,30,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,24,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,71,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
49,70953,6052252,2020-2021,30,NT,NT,NT,NT,21,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,17,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
37,68098,0107870,2020-2021,84,NT,NT,NT,NT,41,NT,NT,NT,NT,43,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,31,NT,NT,NT,NT,0,0,0,0,0,38,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,33,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT
34,67314,0105908,2020-2021,140,NT,NT,NT,NT,79,NT,NT,NT,NT,61,NT,NT,NT,NT,0,0,0,0,0,52,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,31,NT,NT,NT,NT,15,NT,NT,NT,NT,20,NT,NT,NT,NT,13,NT,NT,NT,NT,16,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,50,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT
19,64907,6021968,2020-2021,109,NT,NT,NT,NT,68,NT,NT,NT,NT,41,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,104,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,40,NT,NT,NT,NT,--,NT,NT,NT,NT,26,NT,NT,NT,NT,0,0,0,0,0,108,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
27,10272,6119663,2020-2021,28,23,82.14,17.86,4.35,14,11,78.57,21.43,9.09,14,12,85.71,14.29,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,80.77,19.23,4.76,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,13,9,69.23,30.77,--,0,0,0,0,0,0,0,0,0,0
30,66696,6030464,2020-2021,71,NT,NT,NT,NT,27,NT,NT,NT,NT,44,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,53,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,27,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT,--,NT,NT,NT,NT,53,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
36,67702,6112122,2020-2021,158,NT,NT,NT,NT,78,NT,NT,NT,NT,80,NT,NT,NT,NT,0,0,0,0,0,19,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,62,NT,NT,NT,NT,23,NT,NT,NT,NT,32,NT,NT,NT,NT,13,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,24,NT,NT,NT,NT,0,0,0,0,0,54,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT
09,61838,0139006,2020-2021,686,5,0.73,99.27,--,288,1,0.35,99.65,--,398,4,1.01,98.99,--,--,--,--,--,--,15,0,0.00,100.00,--,0,0,0,0,0,--,--,--,--,--,98,0,0.00,100.00,--,16,1,6.25,93.75,--,484,4,0.83,99.17,--,65,0,0.00,100.00,--,31,0,0.00,100.00,--,0,0,0,0,0,20,0,0.00,100.00,--,--,--,--,--,--,215,4,1.86,98.14,--,0,0,0,0,0,66,0,0.00,100.00,--
34,76505,0108415,2020-2021,230,NT,NT,NT,NT,116,NT,NT,NT,NT,114,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,61,NT,NT,NT,NT,14,NT,NT,NT,NT,135,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT,0,0,0,0,0,125,NT,NT,NT,NT,0,0,0,0,0,35,NT,NT,NT,NT
42,69120,6045975,2020-2021,37,NT,NT,NT,NT,23,NT,NT,NT,NT,14,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT,0,0,0,0,0,34,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
12,62679,6007678,2020-2021,44,40,90.91,9.09,32.50,25,22,88.00,12.00,31.82,19,18,94.74,5.26,33.33,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,32,28,87.50,12.50,32.14,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,29,26,89.66,10.34,30.77,0,0,0,0,0,11,9,81.82,18.18,--
19,64485,6013080,2020-2021,97,NT,NT,NT,NT,49,NT,NT,NT,NT,48,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,68,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,24,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64808,6020580,2020-2021,119,115,96.64,3.36,8.85,60,57,95.00,5.00,10.91,59,58,98.31,1.69,6.90,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,116,112,96.55,3.45,9.09,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,37,36,97.30,2.70,0.00,--,--,--,--,--,12,10,83.33,16.67,--,0,0,0,0,0,116,113,97.41,2.59,9.01,0,0,0,0,0,12,12,100.00,0.00,0.00
12,62976,6008098,2020-2021,130,NT,NT,NT,NT,64,NT,NT,NT,NT,66,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,34,NT,NT,NT,NT,--,NT,NT,NT,NT,74,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,62,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT
33,67082,0107359,2020-2021,78,NT,NT,NT,NT,45,NT,NT,NT,NT,33,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,32,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,58,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT
10,62117,0111153,2020-2021,96,NT,NT,NT,NT,55,NT,NT,NT,NT,41,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,38,NT,NT,NT,NT,--,NT,NT,NT,NT,31,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
15,10157,0124040,2020-2021,186,181,97.31,2.69,13.97,91,88,96.70,3.30,18.60,95,93,97.89,2.11,9.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,175,170,97.14,2.86,13.61,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,50,50,100.00,0.00,2.00,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,125,121,96.80,3.20,10.00,0,0,0,0,0,27,24,88.89,11.11,4.35
30,66597,6029326,2020-2021,54,NT,NT,NT,NT,32,NT,NT,NT,NT,22,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,52,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
36,67694,6035760,2020-2021,81,NT,NT,NT,NT,36,NT,NT,NT,NT,45,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,65,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,62,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
15,63628,1533843,2020-2021,44,42,95.45,4.55,7.14,19,19,100.00,0.00,0.00,25,23,92.00,8.00,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,94.74,5.26,5.56,--,--,--,--,--,24,23,95.83,4.17,8.70,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,43,41,95.35,4.65,7.32,0,0,0,0,0,--,--,--,--,--
15,63503,6108468,2020-2021,128,NT,NT,NT,NT,66,NT,NT,NT,NT,62,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,116,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,0,0,0,0,0,113,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
34,67447,6034656,2020-2021,106,NT,NT,NT,NT,60,NT,NT,NT,NT,46,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,59,NT,NT,NT,NT,--,NT,NT,NT,NT,26,NT,NT,NT,NT,--,NT,NT,NT,NT,22,NT,NT,NT,NT,--,NT,NT,NT,NT,36,NT,NT,NT,NT,0,0,0,0,0,87,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
10,75275,0124123,2020-2021,84,NT,NT,NT,NT,38,NT,NT,NT,NT,46,NT,NT,NT,NT,13,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,NT,NT,NT,NT,--,NT,NT,NT,NT,54,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,68,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
07,10074,0107342,2020-2021,21,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,21,NT,NT,NT,NT
01,61259,6057095,2020-2021,113,NT,NT,NT,NT,59,NT,NT,NT,NT,54,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,34,NT,NT,NT,NT,52,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,33,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,93,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT
52,71498,6053482,2020-2021,28,NT,NT,NT,NT,17,NT,NT,NT,NT,11,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
30,66464,6108740,2020-2021,90,NT,NT,NT,NT,45,NT,NT,NT,NT,45,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,20,NT,NT,NT,NT,0,0,0,0,0,63,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
