C,D,S,SARCYear,ETES,ENTS,EPTS,EPNTS,EMES,ETEM,ENTM,EPTM,EPNTEM,EMMEM,ETEF,ENTF,EPTF,EPNTEF,EMMEF,ETEAI,ENTAI,EPTAI,EPNTAI,EMEAI,ETEAS,ENTAS,EPTAS,EPNTAS,EMEAS,ETEPI,ENTPI,EPTPI,EPNTPI,EMEPI,ETEFI,ENTFI,EPTFI,EPNTFI,EMEFI,ETEHI,ENTHI,EPTHI,EPNTHI,EMEHI,ETEAA,ENTAA,EPTAA,EPNTAA,EMEAA,ETEWH,ENTWH,EPTWH,EPNTWH,EMEWH,ETEMR,ENTMR,EPTMR,EPNTMR,EMEMR,ETELEP,ENTLEP,EPTLEP,EPNTLEP,EMELEP,ETEFY,ENTFY,EPTFY,EPNTFY,EMEFY,ETEH,ENTH,EPTH,EPNTH,EMEH,ETEMIL,ENTMIL,EPTMIL,EPNTMIL,EMEMIL,ETESD,ENTSD,EPTSD,EPNTSD,EMESD,ETEMIG,ENTMIG,EPTMIG,EPNTMIG,EMEMIG,ETEDI,ENTDI,EPTDI,EPNTDI,EMEDI
19,64733,0137091,2020-2021,71,42,59.15,40.85,37.84,25,12,48.00,52.00,8.33,46,30,65.22,34.78,52.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,35,66.04,33.96,41.94,16,7,43.75,56.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,70,42,60.00,40.00,37.84,0,0,0,0,0,--,--,--,--,--
10,62166,6006555,2020-2021,191,NT,NT,NT,NT,108,NT,NT,NT,NT,83,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,155,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,38,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,151,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT
54,72256,0139212,2020-2021,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
01,61192,6062160,2020-2021,244,NT,NT,NT,NT,114,NT,NT,NT,NT,130,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,170,NT,NT,NT,NT,29,NT,NT,NT,NT,12,NT,NT,NT,NT,12,NT,NT,NT,NT,85,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT,0,0,0,0,0,157,NT,NT,NT,NT,--,NT,NT,NT,NT,25,NT,NT,NT,NT
19,64733,0102913,2020-2021,98,98,100.00,0.00,91.84,39,39,100.00,0.00,82.05,59,59,100.00,0.00,98.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,100.00,0.00,90.91,32,32,100.00,0.00,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,100.00,0.00,91.49,0,0,0,0,0,--,--,--,--,--
42,69203,6045512,2020-2021,304,303,99.67,0.33,13.53,148,148,100.00,0.00,11.49,156,155,99.36,0.64,15.48,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,292,291,99.66,0.34,12.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,166,166,100.00,0.00,8.43,--,--,--,--,--,40,40,100.00,0.00,10.00,0,0,0,0,0,248,248,100.00,0.00,12.10,33,33,100.00,0.00,15.15,34,34,100.00,0.00,5.88
54,72090,6054324,2020-2021,215,NT,NT,NT,NT,104,NT,NT,NT,NT,111,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,118,NT,NT,NT,NT,--,NT,NT,NT,NT,83,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,123,NT,NT,NT,NT,--,NT,NT,NT,NT,11,NT,NT,NT,NT
10,75234,6007223,2020-2021,386,379,98.19,1.81,12.93,188,186,98.94,1.06,11.29,198,193,97.47,2.53,14.51,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,376,370,98.40,1.60,12.97,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,248,242,97.58,2.42,5.37,--,--,--,--,--,38,32,84.21,15.79,6.25,0,0,0,0,0,350,344,98.29,1.71,13.66,20,18,90.00,10.00,0.00,38,38,100.00,0.00,0.00
19,64279,6011357,2020-2021,168,NT,NT,NT,NT,80,NT,NT,NT,NT,88,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,147,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,38,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT,126,NT,NT,NT,NT,0,0,0,0,0,28,NT,NT,NT,NT
19,64550,6013510,2020-2021,219,NT,NT,NT,NT,105,NT,NT,NT,NT,114,NT,NT,NT,NT,0,0,0,0,0,133,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,74,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,75,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,165,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT
36,67843,6061881,2020-2021,1109,NT,NT,NT,NT,593,NT,NT,NT,NT,516,NT,NT,NT,NT,--,NT,NT,NT,NT,70,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,574,NT,NT,NT,NT,58,NT,NT,NT,NT,327,NT,NT,NT,NT,61,NT,NT,NT,NT,90,NT,NT,NT,NT,14,NT,NT,NT,NT,342,NT,NT,NT,NT,--,NT,NT,NT,NT,771,NT,NT,NT,NT,0,0,0,0,0,187,NT,NT,NT,NT
36,67785,6036057,2020-2021,316,NT,NT,NT,NT,170,NT,NT,NT,NT,146,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,249,NT,NT,NT,NT,23,NT,NT,NT,NT,28,NT,NT,NT,NT,--,NT,NT,NT,NT,52,NT,NT,NT,NT,0,0,0,0,0,56,NT,NT,NT,NT,0,0,0,0,0,193,NT,NT,NT,NT,0,0,0,0,0,27,NT,NT,NT,NT
19,64733,0111625,2020-2021,142,NT,NT,NT,NT,83,NT,NT,NT,NT,59,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,NT,NT,NT,NT,16,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,18,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,132,NT,NT,NT,NT,0,0,0,0,0,17,NT,NT,NT,NT
58,72736,6056774,2020-2021,349,291,83.38,16.62,19.79,169,138,81.66,18.34,13.97,180,153,85.00,15.00,25.00,11,10,--,9.09,--,12,12,100.00,0.00,8.33,--,--,--,--,--,0,0,0,0,0,144,123,85.42,14.58,15.83,16,12,75.00,25.00,33.33,143,117,81.82,18.18,23.08,20,15,75.00,25.00,33.33,40,35,87.50,12.50,5.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,280,233,83.21,16.79,18.70,--,--,--,--,--,59,45,76.27,23.73,2.22
44,69799,0102665,2020-2021,261,NT,NT,NT,NT,138,NT,NT,NT,NT,123,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,251,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,192,NT,NT,NT,NT,--,NT,NT,NT,NT,104,NT,NT,NT,NT,0,0,0,0,0,164,NT,NT,NT,NT,19,NT,NT,NT,NT,30,NT,NT,NT,NT
19,64733,6016356,2020-2021,434,NT,NT,NT,NT,234,NT,NT,NT,NT,200,NT,NT,NT,NT,--,NT,NT,NT,NT,25,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,64,NT,NT,NT,NT,15,NT,NT,NT,NT,278,NT,NT,NT,NT,49,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,67,NT,NT,NT,NT,0,0,0,0,0,50,NT,NT,NT,NT
19,64733,6097927,2020-2021,202,NT,NT,NT,NT,113,NT,NT,NT,NT,89,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,28,NT,NT,NT,NT,58,NT,NT,NT,NT,67,NT,NT,NT,NT,26,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,NT,NT,NT,NT,0,0,0,0,0,20,NT,NT,NT,NT
19,64733,6019129,2020-2021,153,NT,NT,NT,NT,92,NT,NT,NT,NT,61,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,111,NT,NT,NT,NT,--,NT,NT,NT,NT,21,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,99,NT,NT,NT,NT,0,0,0,0,0,36,NT,NT,NT,NT
50,71084,6052534,2020-2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
07,61655,0102376,2020-2021,472,NT,NT,NT,NT,230,NT,NT,NT,NT,242,NT,NT,NT,NT,0,0,0,0,0,60,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,125,NT,NT,NT,NT,51,NT,NT,NT,NT,145,NT,NT,NT,NT,53,NT,NT,NT,NT,38,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,104,NT,NT,NT,NT,0,0,0,0,0,66,NT,NT,NT,NT
45,69989,4531000,2020-2021,114,104,91.23,8.77,32.69,51,45,88.24,11.76,24.44,63,59,93.65,6.35,38.98,15,14,93.33,6.67,21.43,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,30,28,93.33,6.67,17.86,0,0,0,0,0,57,50,87.72,12.28,44.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,78,70,89.74,10.26,27.14,--,--,--,--,--,27,22,81.48,18.52,9.09
19,64907,6021851,2020-2021,218,NT,NT,NT,NT,111,NT,NT,NT,NT,107,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,182,NT,NT,NT,NT,21,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,44,NT,NT,NT,NT,--,NT,NT,NT,NT,96,NT,NT,NT,NT,0,0,0,0,0,210,NT,NT,NT,NT,0,0,0,0,0,24,NT,NT,NT,NT
19,64733,0133603,2020-2021,398,36,9.05,90.95,88.89,0,0,0,0,0,398,36,9.05,90.95,88.89,--,--,--,--,--,46,6,13.04,86.96,--,0,0,0,0,0,--,--,--,--,--,80,16,20.00,80.00,81.25,59,6,10.17,89.83,--,167,6,3.59,96.41,--,36,0,0.00,100.00,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,157,25,15.92,84.08,84.00,0,0,0,0,0,19,3,15.79,84.21,--
37,73551,6037774,2020-2021,146,NT,NT,NT,NT,65,NT,NT,NT,NT,81,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,56,NT,NT,NT,NT,0,0,0,0,0,74,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,41,NT,NT,NT,NT,0,0,0,0,0,29,NT,NT,NT,NT
07,61796,0730598,2020-2021,183,NT,NT,NT,NT,101,NT,NT,NT,NT,82,NT,NT,NT,NT,0,0,0,0,0,44,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,38,NT,NT,NT,NT,49,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,27,NT,NT,NT,NT,0,0,0,0,0,19,NT,NT,NT,NT
42,76786,6045819,2020-2021,305,4,1.31,98.69,--,162,2,1.23,98.77,--,143,2,1.40,98.60,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,229,4,1.75,98.25,--,--,--,--,--,--,61,0,0.00,100.00,--,--,--,--,--,--,85,2,2.35,97.65,--,0,0,0,0,0,74,0,0.00,100.00,--,13,0,0.00,100.00,--,177,4,2.26,97.74,--,0,0,0,0,0,47,4,8.51,91.49,--
19,64733,0126458,2020-2021,464,NT,NT,NT,NT,210,NT,NT,NT,NT,254,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,79,NT,NT,NT,NT,--,NT,NT,NT,NT,24,NT,NT,NT,NT,0,0,0,0,0,451,NT,NT,NT,NT,0,0,0,0,0,32,NT,NT,NT,NT
50,71175,5034913,2020-2021,95,72,75.79,24.21,1.41,53,40,75.47,24.53,0.00,42,32,76.19,23.81,3.13,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,73,55,75.34,24.66,0.00,--,--,--,--,--,16,12,75.00,25.00,0.00,--,--,--,--,--,23,18,78.26,21.74,0.00,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,79,59,74.68,25.32,1.72,--,--,--,--,--,13,10,76.92,23.08,--
19,64733,0124529,2020-2021,306,80,26.14,73.86,43.75,160,42,26.25,73.75,33.33,146,38,26.03,73.97,55.26,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,240,56,23.33,76.67,48.21,34,16,47.06,52.94,25.00,--,--,--,--,--,--,--,--,--,--,19,0,0.00,100.00,--,--,--,--,--,--,18,2,11.11,88.89,--,--,--,--,--,--,236,54,22.88,77.12,44.44,0,0,0,0,0,41,13,31.71,68.29,0.00
33,73676,6114789,2020-2021,591,544,92.05,7.95,21.03,312,278,89.10,10.90,16.19,279,266,95.34,4.66,26.14,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,529,92.00,8.00,20.87,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,374,342,91.44,8.56,7.04,--,--,--,--,--,12,12,100.00,0.00,16.67,0,0,0,0,0,569,527,92.62,7.38,20.38,109,95,87.16,12.84,22.11,39,36,92.31,7.69,2.78
31,66894,3131687,2020-2021,39,28,71.79,28.21,35.71,29,21,72.41,27.59,23.81,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,26,21,80.77,19.23,38.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,14,66.67,33.33,28.57,0,0,0,0,0,--,--,--,--,--
07,61804,6005110,2020-2021,534,NT,NT,NT,NT,267,NT,NT,NT,NT,267,NT,NT,NT,NT,0,0,0,0,0,46,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,46,NT,NT,NT,NT,--,NT,NT,NT,NT,383,NT,NT,NT,NT,51,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,21,NT,NT,NT,NT,0,0,0,0,0,64,NT,NT,NT,NT
10,62117,6110258,2020-2021,381,NT,NT,NT,NT,181,NT,NT,NT,NT,200,NT,NT,NT,NT,--,NT,NT,NT,NT,43,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,104,NT,NT,NT,NT,11,NT,NT,NT,NT,203,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,149,NT,NT,NT,NT,0,0,0,0,0,39,NT,NT,NT,NT
19,64733,0122606,2020-2021,117,116,99.15,0.85,46.55,65,64,98.46,1.54,40.63,52,52,100.00,0.00,53.85,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,115,114,99.13,0.87,46.49,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,108,99.08,0.92,45.37,0,0,0,0,0,12,12,100.00,0.00,25.00
51,71399,5130059,2020-2021,18,18,100.00,0.00,27.78,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,15,15,100.00,0.00,26.67,0,0,0,0,0,--,--,--,--,--
19,64733,0122184,2020-2021,410,NT,NT,NT,NT,219,NT,NT,NT,NT,191,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,389,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,158,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,0,0,0,0,0,403,NT,NT,NT,NT,0,0,0,0,0,56,NT,NT,NT,NT
09,61903,0930040,2020-2021,27,NT,NT,NT,NT,18,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,NT,NT,NT,NT,--,NT,NT,NT,NT,11,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,20,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
37,68080,6099402,2020-2021,215,NT,NT,NT,NT,114,NT,NT,NT,NT,101,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,28,NT,NT,NT,NT,0,0,0,0,0,160,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,NT,NT,NT,NT,0,0,0,0,0,41,NT,NT,NT,NT
43,69450,6047278,2020-2021,467,NT,NT,NT,NT,238,NT,NT,NT,NT,229,NT,NT,NT,NT,0,0,0,0,0,156,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT,270,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,137,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,375,NT,NT,NT,NT,--,NT,NT,NT,NT,52,NT,NT,NT,NT
54,72298,6054779,2020-2021,282,281,99.65,0.35,16.37,140,140,100.00,0.00,15.00,142,141,99.30,0.70,17.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,278,99.64,0.36,16.55,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,162,162,100.00,0.00,3.70,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,273,272,99.63,0.37,15.81,40,40,100.00,0.00,22.50,21,21,100.00,0.00,19.05
19,64865,6021299,2020-2021,215,NT,NT,NT,NT,106,NT,NT,NT,NT,109,NT,NT,NT,NT,0,0,0,0,0,73,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,31,NT,NT,NT,NT,--,NT,NT,NT,NT,83,NT,NT,NT,NT,25,NT,NT,NT,NT,19,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,15,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT
27,75440,6026678,2020-2021,790,5,0.63,99.37,--,387,2,0.52,99.48,--,403,3,0.74,99.26,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,753,5,0.66,99.34,--,--,--,--,--,--,16,0,0.00,100.00,--,--,--,--,--,--,136,0,0.00,100.00,--,0,0,0,0,0,82,2,2.44,97.56,--,0,0,0,0,0,738,4,0.54,99.46,--,17,0,0.00,100.00,--,159,5,3.14,96.86,--
07,61655,0110528,2020-2021,1088,3,0.28,99.72,--,588,3,0.51,99.49,--,500,0,0.00,100.00,--,--,--,--,--,--,125,0,0.00,100.00,--,--,--,--,--,--,87,1,1.15,98.85,--,274,1,0.36,99.64,--,123,0,0.00,100.00,--,357,1,0.28,99.72,--,113,0,0.00,100.00,--,86,0,0.00,100.00,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,238,1,0.42,99.58,--,0,0,0,0,0,118,3,2.54,97.46,--
19,64733,0102434,2020-2021,161,NT,NT,NT,NT,87,NT,NT,NT,NT,74,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,NT,NT,NT,NT,32,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,23,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,133,NT,NT,NT,NT,0,0,0,0,0,21,NT,NT,NT,NT
19,64733,0115287,2020-2021,217,NT,NT,NT,NT,100,NT,NT,NT,NT,117,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,68,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT,0,0,0,0,0,208,NT,NT,NT,NT,0,0,0,0,0,23,NT,NT,NT,NT
33,67033,0139782,2020-2021,491,NT,NT,NT,NT,247,NT,NT,NT,NT,244,NT,NT,NT,NT,--,NT,NT,NT,NT,135,NT,NT,NT,NT,--,NT,NT,NT,NT,28,NT,NT,NT,NT,143,NT,NT,NT,NT,36,NT,NT,NT,NT,114,NT,NT,NT,NT,29,NT,NT,NT,NT,34,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,89,NT,NT,NT,NT,0,0,0,0,0,34,NT,NT,NT,NT
43,69690,6049191,2020-2021,301,NT,NT,NT,NT,146,NT,NT,NT,NT,155,NT,NT,NT,NT,--,NT,NT,NT,NT,96,NT,NT,NT,NT,--,NT,NT,NT,NT,11,NT,NT,NT,NT,105,NT,NT,NT,NT,12,NT,NT,NT,NT,51,NT,NT,NT,NT,19,NT,NT,NT,NT,118,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,NT,NT,NT,NT,0,0,0,0,0,33,NT,NT,NT,NT
04,61424,0431676,2020-2021,399,340,85.21,14.79,77.88,200,177,88.50,11.50,73.86,199,163,81.91,18.09,82.21,--,--,--,--,--,23,18,78.26,21.74,77.78,--,--,--,--,--,--,--,--,--,--,106,92,86.79,13.21,69.57,12,9,75.00,25.00,--,224,194,86.61,13.39,82.38,26,23,88.46,11.54,73.91,--,--,--,--,--,--,--,--,--,--,24,22,91.67,8.33,54.55,23,21,91.30,8.70,66.67,190,158,83.16,16.84,72.15,0,0,0,0,0,51,37,72.55,27.45,18.92
39,68676,6042683,2020-2021,480,NT,NT,NT,NT,256,NT,NT,NT,NT,224,NT,NT,NT,NT,--,NT,NT,NT,NT,33,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,297,NT,NT,NT,NT,66,NT,NT,NT,NT,38,NT,NT,NT,NT,31,NT,NT,NT,NT,92,NT,NT,NT,NT,--,NT,NT,NT,NT,64,NT,NT,NT,NT,0,0,0,0,0,409,NT,NT,NT,NT,0,0,0,0,0,94,NT,NT,NT,NT
52,71639,5237201,2020-2021,341,313,91.79,8.21,36.10,163,147,90.18,9.82,37.41,178,166,93.26,6.74,34.94,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,108,98,90.74,9.26,26.53,--,--,--,--,--,209,192,91.87,8.13,40.63,12,11,91.67,8.33,36.36,--,--,--,--,--,--,--,--,--,--,40,36,90.00,10.00,38.89,0,0,0,0,0,217,196,90.32,9.68,34.69,0,0,0,0,0,45,35,77.78,22.22,14.29
36,75051,0115089,2020-2021,1224,172,14.05,85.95,58.93,601,77,12.81,87.19,52.00,623,95,15.25,84.75,64.52,--,--,--,--,--,71,11,15.49,84.51,50.00,0,0,0,0,0,16,1,6.25,93.75,--,366,59,16.12,83.88,51.72,52,7,13.46,86.54,--,502,62,12.35,87.65,61.67,216,32,14.81,85.19,71.88,24,5,20.83,79.17,--,0,0,0,0,0,16,0,0.00,100.00,--,12,3,25.00,75.00,--,325,36,11.08,88.92,42.42,0,0,0,0,0,128,19,14.84,85.16,27.78
31,66910,6111967,2020-2021,854,NT,NT,NT,NT,450,NT,NT,NT,NT,404,NT,NT,NT,NT,--,NT,NT,NT,NT,54,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT,292,NT,NT,NT,NT,16,NT,NT,NT,NT,407,NT,NT,NT,NT,60,NT,NT,NT,NT,72,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,--,NT,NT,NT,NT,323,NT,NT,NT,NT,0,0,0,0,0,110,NT,NT,NT,NT
44,69799,4430245,2020-2021,12,12,100.00,0.00,75.00,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
48,70581,6051429,2020-2021,181,NT,NT,NT,NT,95,NT,NT,NT,NT,86,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,141,NT,NT,NT,NT,16,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,59,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
