,School,CDSCode,NCESCode,Magnet,Zip,Latitude,Longitude
10755,Reymouth Special Education Center,34673306033237,061389008576,N,95742-6407,38.632798,-121.20000
10786,Liberty Ranch High,34673550119131,061482012403,N,95632-8422,38.286531,-121.27886
10788,Estrellita Continuation High,34673553432903,061482001820,N,95632-1717,38.285673,-121.28260
10789,Galt High,34673553433471,061482001821,Y,95632-1720,38.255883,-121.30027
10825,River Delta High/Elementary (Alternative),34674133430469,063311009429,N,95615-1941,38.151801,-121.69451
10826,Mokelumne High (Continuation),34674133430550,063311002535,N,95615-0574,38.329525,-121.57069
10829,Rio Vista High,34674134835302,063311005125,N,94571-1939,38.154175,-121.69659
10830,Delta High,34674135731708,063311005123,N,95612-0100,38.416494,-121.52820
10840,Paseo Grande Charter,34674210132019,063324013882,N,95838-1633,38.663167,-121.44705
10841,National University Academy Robla,34674210132639,063324013909,N,95834-2936,38.645817,-121.48835
10842,Marconi Learning Academy,34674210137950,063324014360,N,95821-4808,38.617579,-121.40410
10854,Visual and Performing Arts Charter,34674390101550,063384011197,No Data,95828,38.52505995918367,-121.3966147755102
10855,New Technology High,34674390101881,063384011196,N,95822-3437,38.518550,-121.50396
10856,George Washington Carver School of Arts and Science,34674390101899,063384011195,N,95827-3007,38.564091,-121.31790
10857,The MET,34674390101907,063384011194,N,95818-1330,38.567383,-121.50133
10858,Genesis High,34674390101915,063384011192,No Data,95824-4031,38.51055287438411,-121.44115577467285
10859,Rosemont High,34674390101972,063384011191,N,95827-3817,38.544668,-121.33965
10860,Sacramento Charter High,34674390102038,063384011190,N,95820-1211,38.556111,-121.46615
10864,Arthur A. Benjamin Health Professions High,34674390108951,063384011078,N,95818-2806,38.561318,-121.51147
10867,School of Engineering & Sciences,34674390114546,063384012139,N,95831-4580,38.493616,-121.53560
10875,SAVA - Sacramento Academic and Vocational Academy - SCUSD,34674390137406,063384014224,N,95820-6757,38.526859,-121.40977
10876,NorCal Trade and Tech,34674390137844,063384014272,N,95842-2511,38.516154,-121.46378
10881,American Legion High (Continuation),34674393430154,063384005221,N,95817-3399,38.547858,-121.46527
10882,Capital City Independent Study,34674393430519,063384006327,N,95823-4978,38.495244,-121.48287
10884,Community Day,34674393430832,063384010357,No Data,95824,38.51055287438411,-121.44115577467285
10885,West Campus,34674393430865,063384010600,N,95820-5610,38.529345,-121.43879
10887,Luther Burbank High,34674393431012,063384005264,N,95823-1767,38.495828,-121.46754
10891,Hiram W. Johnson High,34674393434636,063384005247,N,95820-3431,38.539669,-121.42392
10892,John F. Kennedy High,34674393434768,063384005257,N,95831-2008,38.505135,-121.53429
10893,Marshall (Thurgood) (Alt),34674393434826,063384005222,No Data,95822-3437,38.518879,-121.50464
10894,C. K. McClatchy High,34674393435419,063384005226,N,95818-4349,38.548617,-121.48961
10895,Sacramento High,34674393437555,063384005279,No Data,95817-1211,38.554968349999996,-121.46590560660744
10964,Kit Carson International Academy,34674396061832,063384005262,Y,95819-4126,38.560464,-121.44093
10988,Aspire Alexander Twilight Secondary Academy,34674470121467,063462012785,N,95821-5611,38.610710,-121.40807
10992,Atkinson Academy Charter,34674470133975,063462014017,N,95608-2224,38.631551,-121.35429
10993,Meraki High,34674470135772,063462014105,N,95628-7213,38.645255,-121.26401
10995,Mesa Verde High,34674473430048,063462005798,N,95621-2000,38.701801,-121.29497
10996,La Entrada Continuation High,34674473430097,063462005789,N,95841-2703,38.663518,-121.34050
11007,El Sereno Alternative Education,34674473430386,063462008192,N,95628-7213,38.645725,-121.26421
11008,La Vista Center,34674473430394,063462008193,N,95628-5703,38.647848,-121.28771
11009,Sierra Nueva High (Continuation),34674473430402,063462008194,No Data,95825-2303,38.591557,-121.41066
11010,Bella Vista High,34674473430493,063462005756,N,95628-3823,38.664315,-121.25064
11012,Options for Youth-San Juan,34674473430691,063462008578,N,95608-1300,38.648260,-121.32883
11013,Visions In Education,34674473430717,063462008283,N,95608-4650,38.609400,-121.34676
11014,San Juan Choices Charter,34674473430758,063462008284,N,95864-0881,38.604561,-121.35898
11015,Delta Secondary Academy,34674473430766,063462008579,No Data,95825,38.59584614285714,-121.3851176122449
11016,Casa Roble Fundamental High,34674473431111,063462005761,N,95662-2730,38.700235,-121.21321
11017,Del Campo High,34674473432051,063462005769,N,95628-4402,38.655141,-121.30835
11018,El Camino Fundamental High,34674473432317,063462005776,N,95821-6702,38.610140,-121.36431
11020,Encina Preparatory High,34674473432838,063462005778,N,95825-2303,38.591557,-121.41066
11024,Mira Loma High,34674473435930,063462005799,Y,95821-2825,38.634239,-121.37089
11025,Rio Americano High,34674473436714,063462005812,N,95864-6104,38.579337,-121.35639
11027,San Juan High,34674473438504,063462005817,N,95610-5614,38.678305,-121.28697
11060,Laurel Ruff Transition,34674476034664,063462007853,N,95841-3103,38.663788,-121.33679
11087,Ralph Richardson Center,34674476034938,063462005821,N,95608-5612,38.602878,-121.35242
11099,Valley Oaks,34674476104244,063462008195,N,95821-2005,38.637910,-121.38107
11108,Global Youth Charter,34739730106377,060790011081,N,95843-9111,38.720219,-121.38590
11111,Center High,34739733430378,060790008805,N,95843-9111,38.720291,-121.38979
11112,McClellan High (Continuation),34739733430451,060790009343,N,95843-9116,38.728094,-121.39246
11113,Antelope View Charter,34739733430816,060790008581,N,95843-9111,38.720219,-121.38590
11126,Inderkum High,34752830102236,060003611084,N,95835-2238,38.658360,-121.51718
11131,Natomas Pacific Pathways Prep,34752830112425,060003611735,Y,95834-9606,38.655557,-121.54634
11137,Leroy Greene Academy,34752830126060,060003613189,N,95833-3767,38.610463,-121.52724
11142,Natomas High,34752833430584,060003603755,N,95834-1719,38.628873,-121.49500
11143,Discovery High,34752833430626,060003606335,N,95834-1797,38.633100,-121.49428
11144,Natomas Charter,34752833430659,060003607250,N,95835-1250,38.656562,-121.49500
11156,Futures High,34765050101832,060133211070,N,95838-2348,38.651018,-121.44300
11159,Heritage Peak Charter,34765050108415,060133211073,N,95673-3430,38.689506,-121.45089
11160,Creative Connections Arts Academy,34765050108795,060133211074,N,95660-2809,38.699911,-121.36951
11161,Community Collaborative Charter,34765050108837,060133211072,N,95652-2424,38.671235,-121.38567
11164,SAVA - Sacramento Academic and Vocational Academy,34765050114272,060133211951,N,95834-2931,38.646222,-121.48926
11165,California Aerospace Academy,34765050114280,060133211878,No Data,95652-2403,38.671846,-121.39194
11168,Highlands Community Charter,34765050130757,060133213830,N,95838-3654,38.637446,-121.43506
11169,California Innovative Career Academy,34765050139584,060133214417,N,95838-3654,38.637015,-121.43530
11171,Pacific Career and Technology High,34765053430261,060133207727,N,95660-4375,38.684414,-121.37300
11173,Keema School for Independent Study,34765053430634,060133207240,N,95838-3661,38.640683,-121.43699
11174,Vista Nueva Career and Technology High,34765053430881,060133210598,N,95838-3129,38.640057,-121.41888
11175,Foothill High,34765053433265,060133201985,N,95842-2815,38.681085,-121.34925
11176,Grant Union High,34765053433794,060133201987,N,95838-3624,38.636485,-121.43391
11177,Highlands High,34765053434370,060133201988,N,95660-3911,38.687732,-121.35774
11178,Rio Linda High,34765053436979,060133201991,N,95673-4412,38.682213,-121.43846
11213,Miles P. Richmond,34765056069736,060133207728,N,95660-3948,38.684924,-121.36300
11224,Pinnacles Community,35103550132308,069102813911,N,95023-4043,36.854558,-121.39689
11227,San Benito County Juvenile Hall Court,35103553530045,069102810171,N,95023,36.882452,-121.41208
11264,San Andreas Continuation High,35675383530029,063414008958,N,95023-4043,36.853972,-121.39438
11266,Hollister High,35675383537008,063414005344,N,95023-4708,36.840907,-121.40424
11278,Anzar High,35752593530060,069113603761,N,95045-9558,36.882457,-121.55574
11282,Community School/Independent Alternative Education,36103630107466,069102911088,N,92415-0020,34.110411,-117.29344
11284,Bob Murphy Community,36103630123364,069102912678,N,92376-5662,34.099915,-117.38675
11285,High Desert Juvenile Detention and Assessment Center,36103630123372,069102912618,N,92307-9356,34.636969,-117.20715
11290,San Bernardino County Juvenile Detention and Assessment Center,36103633630431,069102909241,N,92415-0941,34.126862,-117.26762
11291,Alternative/Opportunity,36103633630449,069102909242,No Data,92404-2310,34.1580591,-117.2940167
11292,Excelsior Charter,36103633630761,069102905058,N,92395-5850,34.471026,-117.26081
11293,Desert Mountain Community,36103633630969,069102908285,N,92392-2901,34.541511,-117.29682
11294,East Valley Community,36103633630977,069102908286,N,92373-8014,34.059298,-117.21381
11295,West End Community,36103633630985,069102908287,N,91763-4816,34.062712,-117.69441
11297,Dorothy Gibson County High School,36103633631165,069102910602,No Data,91764,39.103763,-84.5131355
11305,San Bernardino County Special Education,36103636069348,069102907174,N,92408-3258,34.065098,-117.29095
11326,Lyle Egan High,36322763638459,060005607612,No Data,91710-9148,34.0548625,-117.6511516
11333,Adelanto Charter Academy,36675870120501,060171012454,No Data,92394,34.576127,-117.36719
11334,Alta Vista Public,36675870120592,060171012521,N,92345-1426,34.468691,-117.29241
11337,Taylion High Desert Academy/Adelanto,36675870128462,060171013723,N,92301-1948,34.579716,-117.41777
11368,BUSD School of Opportunity,36676110124628,060402012957,N,92311-2226,34.901352,-117.02599
11373,Central High (Continuation),36676113630712,060402000358,N,92311-2226,34.901260,-117.02612
11374,Barstow High,36676113630803,060402000355,N,92311-2860,34.894436,-117.02776
11393,Chautauqua High (Continuation),36676373630290,060423007264,N,92314,34.255810,-116.82513
11395,Big Bear High,36676373631066,060423000381,N,92314-9700,34.246237,-116.82515
11396,Center for Excellence in Education,36676373631173,060423010604,No Data,92315,34.2425407,-116.91103304832558
11413,Chaffey District Online High,36676520126243,060816013110,N,91764-1210,34.088454,-117.61500
11416,Alta Loma High,36676523630225,060816000790,N,91701-5504,34.121590,-117.61143
11417,Etiwanda High,36676523630373,060816008807,N,91739-0447,34.130549,-117.51069
11418,Rancho Cucamonga High,36676523630571,060816001122,N,91701-8715,34.131920,-117.55107
11419,Chaffey Community Day,36676523630845,060816007260,N,91764-1210,34.088450,-117.61401
11420,Canyon View High,36676523630860,060816007614,No Data,91762,34.081495,-117.65832
11421,Los Osos High,36676523631058,060816010605,N,91737-7709,34.143443,-117.55841
11422,Colony High,36676523631157,060816010606,N,91761-2603,34.018931,-117.56928
11423,Chaffey High,36676523632205,060816000791,N,91762-1997,34.080571,-117.65131
11424,Montclair High,36676523633906,060816000793,N,91763-2705,34.074006,-117.70204
11425,Ontario High,36676523634482,060816000795,N,91762-6214,34.040947,-117.66579
11427,Valley View High (Continuation),36676523637659,060816000797,N,91764-1599,34.084952,-117.61370
11438,Don Antonio Lugo High,36676783630035,060846000838,N,91710-4130,34.009632,-117.71540
11440,Ruben S. Ayala High,36676783630522,060846009757,N,91709-1607,33.994384,-117.73251
11441,Chino Hills High,36676783631017,060846010360,N,91709-3101,33.959044,-117.68455
11442,Chino Valley Learning Academy,36676783631181,060846010607,N,91709-3331,33.968946,-117.71502
11443,Boys Republic High,36676783631587,060846000832,N,91709-5447,34.001925,-117.72828
11444,Buena Vista Continuation High,36676783631769,060846000833,N,91710-4130,34.007940,-117.70656
11447,Chino High,36676783632502,060846000835,N,91710-4130,34.021222,-117.68515
11475,Las Banderas Academy,36676860100271,060939011293,No Data,92324,34.07080262157178,-117.32105725387193
11476,Grand Terrace High School at the Ray Abril Jr. Educational Complex,36676860125500,060939012987,N,92313-5810,34.019417,-117.32844
11481,Washington High,36676863630399,060939008126,N,92324-2600,34.071852,-117.31268
11482,Bloomington High,36676863631322,060939000944,N,92316-2520,34.058580,-117.41388
11483,Colton High,36676863632742,060939000946,N,92324-2251,34.068557,-117.33480
11484,Slover Mountain High (Continuation),36676863636131,060939000956,N,92316-2466,34.064791,-117.39382
11542,School of Language Development,36677100107656,061392011098,No Data,92335,34.080305,-117.45376
11543,Summit High,36677100108191,061392011099,N,92336-4605,34.150359,-117.46536
11547,Fontana Alternative Learning Center,36677100118786,061392012250,No Data,92337,34.058904,-117.44861
11548,Jurupa Hills High,36677100120758,061392012517,N,92337-7435,34.060065,-117.44873
11551,Eric Birch High (Continuation),36677103630019,061392001586,N,92336-2871,34.109638,-117.40974
11555,Citrus High (Continuation),36677103630480,061392009367,N,92337-7422,34.058587,-117.44435
11556,Fontana A. B. Miller High,36677103630555,061392010301,N,92336-1400,34.130144,-117.44883
11557,"Porter, (Ted J.) (Oppor)",36677103630878,061392007615,No Data,92335,34.10210085583814,-117.409754
11558,Henry J. Kaiser High,36677103630902,061392008290,N,92337-7113,34.050797,-117.49326
11560,Fontana High,36677103633302,061392001589,N,92335-5510,34.082407,-117.45363
11598,Academy of Careers and Exploration,36677360116723,061686012368,N,92342,34.734648,-117.36048
11599,Empire Springs Charter,36677360128439,061686013671,N,92590-2698,33.511615,-117.15768
11600,Independence Charter Academy,36677360130948,061686013836,N,92342,34.740901,-117.32918
11601,Alta Vista South Public Charter,36677360131151,061686013808,N,92410-3205,34.102678,-117.29850
11602,Sage Oak Charter,36677360136069,061686014107,N,92373-3913,34.038346,-117.15383
11603,Vista Norte Public Charter,36677360136937,061686014217,N,92376-3506,34.122710,-117.36715
11604,Excel Academy Charter,36677360139576,061686014407,N,92618-2339,33.647447,-117.73468
11624,Hope Academy Charter,36677770124214,062586012947,N,92395-5870,34.477614,-117.28911
11628,Monument Alternative/Continuation,36677773630209,062586003886,No Data,92277,34.129222,-116.07646
11629,Black Rock Alternative/Continuation,36677773630217,062586003890,N,92284-5996,34.127782,-116.37352
11630,Twentynine Palms High,36677773636743,062586003892,N,92277-0980,34.141813,-116.07394
11631,Yucca Valley High,36677773638616,062586003895,N,92284-3624,34.113721,-116.42292
11656,Needles Community Day,36678010132720,062676013912,N,92363-2623,34.834389,-114.60329
11658,Educational Training Center,36678013630266,062676007618,N,92363-2842,34.839775,-114.61608
11661,Needles High,36678013634169,062676004057,N,92363-2842,34.839801,-114.61512
11717,Mojave River Academy,36678270111807,062895011739,N,92368,34.595649,-117.33653
11718,Riverside Preparatory,36678270113928,062895011863,N,92368,34.598621,-117.33312
11720,Mojave River Academy - Gold Canyon,36678270137174,062895014270,N,92335-8200,34.091743,-117.47154
11721,Mojave River Academy - National Trails,36678270137182,062895014219,N,92324-3923,34.056436,-117.31027
